0.		0.01544527
0.24242424	0.0145679 
0.48484848	0.01226554
0.72727273	0.00931181
0.96969697	0.00647793
1.21212121	0.01626577
1.45454545	0.01292042
1.6969697	0.00952853
1.93939394	0.00656938
2.18181818	0.01767562
2.42424242	0.01432093
2.66666667	0.01076674
2.90909091	0.0075683 
3.15151515	0.01460794
3.39393939	0.01172318
3.63636364	0.0088913 
3.87878788	0.00647273
4.12121212	0.00992909
4.36363636	0.00837581
4.60606061	0.00724146
4.84848485	0.00683615
5.09090909	0.01269256
5.33333333	0.01397748
5.57575758	0.0159409 
5.81818182	0.01843203
6.06060606	0.02503943
6.3030303	0.02677239
6.54545455	0.02739613
6.78787879	0.02721583
7.03030303	0.03156402
7.27272727	0.03065903
7.51515152	0.0294108 
7.75757576	0.02808573
8.		0.03577269
8.24242424	0.03401904
8.48484848	0.03131502
8.72727273	0.028082  
8.96969697	0.02483905
9.21212121	0.02966847
9.45454545	0.02595471
9.6969697	0.02221049
9.93939394	0.01889542
10.18181818	0.02615351
10.42424242	0.0230935 
10.66666667	0.02027326
10.90909091	0.01818658
11.15151515	0.02791431
11.39393939	0.0268647 
11.63636364	0.02641831
11.87878788	0.02701382
12.12121212	0.03745105
12.36363636	0.0386263 
12.60606061	0.03905633
12.84848485	0.03888409
13.09090909	0.04902267
13.33333333	0.04787773
13.57575758	0.04628932
13.81818182	0.04475767
14.06060606	0.05893844
14.3030303	0.05669197
14.54545455	0.05317546
14.78787879	0.04903781
15.03030303	0.06330791
15.27272727	0.05863575
15.51515152	0.05309196
15.75757576	0.04751256
16.		0.05890579
16.24242424	0.05422071
16.48484848	0.0491704 
16.72727273	0.04443348
16.96969697	0.04065541
17.21212121	0.04981465
17.45454545	0.04692059
17.6969697	0.04473629
17.93939394	0.04393198
18.18181818	0.05975909
18.42424242	0.06003258
18.66666667	0.06014881
18.90909091	0.06024721
19.15151515	0.07763767
19.39393939	0.07631607
19.63636364	0.07451003
19.87878788	0.07310222
20.12121212	0.0965262 
20.36363636	0.09394632
20.60606061	0.08992365
20.84848485	0.08534004
21.09090909	0.0994589 
21.33333333	0.09372492
21.57575758	0.08711126
21.81818182	0.08055668
22.06060606	0.09016024
22.3030303	0.08410758
22.54545455	0.07778491
22.78787879	0.07197704
23.03030303	0.08815418
23.27272727	0.08381715
23.51515152	0.07931506
23.75757576	0.0755642 
24.		0.07346257
